what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294143187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294144812
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294156937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294157703
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294158656
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294158921
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294159000
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294159359
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294160015
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1404294163390
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294168046
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1404294227234
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294237234
executed,command,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui.applyPatch",1404294237281
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294239546
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294240718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294245187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294261187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1404294261812
error,log,,,"Widget disposed too early!",1404295368937
error,log,,,"Widget disposed too early!",1404295368953
error,log,,,"Widget disposed too early!",1404295368953
error,log,,,"Widget disposed too early!",1404295368953
error,log,,,"Widget disposed too early!",1404295368968
error,log,,,"Widget disposed too early!",1404295368968
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1404347190546
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1404347190546
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1404347190562
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1404347190609
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1404347190656
